post_id,confusion_bucket,category,feature_name,feature_value,is_open_ended,confidence,evidence_span,rationale,llm_model,chunk_idx,batch_id,call_timestamp
bluesky_218656d7ff731fd883bdd49860da903eb9d44c4c3a9eeb7cefc1a9ec9a9dd3f9,tp,surface_lexical,approximate_token_length_band,short,False,0.92,republican gun fetish murders,The post is a single short sentence in both original and mirror.,gpt-5.5,3,tp/batch_0003,2026-07-16T04:26:48.699010+00:00
bluesky_218656d7ff731fd883bdd49860da903eb9d44c4c3a9eeb7cefc1a9ec9a9dd3f9,tp,topic_subject,primary_policy_domain,guns / gun control,False,0.99,background checks,"The text centers on background checks, firearms rights, and gun violence.",gpt-5.5,3,tp/batch_0003,2026-07-16T04:26:48.699010+00:00
bluesky_218656d7ff731fd883bdd49860da903eb9d44c4c3a9eeb7cefc1a9ec9a9dd3f9,tp,topic_subject,culture_war_topic_salience,gun rights framed as partisan culture-war conflict,False,0.9,the left's obsession with stripping law-abiding citizens of their rights,The mirror frames gun policy as a polarized conflict over rights and authoritarianism.,gpt-5.5,3,tp/batch_0003,2026-07-16T04:26:48.699010+00:00
bluesky_218656d7ff731fd883bdd49860da903eb9d44c4c3a9eeb7cefc1a9ec9a9dd3f9,tp,semantic_content,causal_claim_present,background checks would reduce gun murders,False,0.95,needed to reduce republican gun fetish murders,The original asserts a causal relation between background checks and reduced murders.,gpt-5.5,3,tp/batch_0003,2026-07-16T04:26:48.699010+00:00
bluesky_218656d7ff731fd883bdd49860da903eb9d44c4c3a9eeb7cefc1a9ec9a9dd3f9,tp,semantic_content,normative_moral_language,strong moral judgment about gun policy adequacy,False,0.97,bare minimum,The wording evaluates background checks as a minimum moral requirement.,gpt-5.5,3,tp/batch_0003,2026-07-16T04:26:48.699010+00:00
bluesky_218656d7ff731fd883bdd49860da903eb9d44c4c3a9eeb7cefc1a9ec9a9dd3f9,tp,pragmatics_intent,persuasion_or_argumentation,argues for background checks using common-knowledge framing,False,0.93,As the rest of the world knows,The post presents a reasoned stance meant to support gun regulation.,gpt-5.5,3,tp/batch_0003,2026-07-16T04:26:48.699010+00:00
bluesky_218656d7ff731fd883bdd49860da903eb9d44c4c3a9eeb7cefc1a9ec9a9dd3f9,tp,pragmatics_intent,ridicule_or_mockery,derisive phrasing toward Republicans/gun culture,False,0.91,gun fetish murders,The phrase mocks Republicans by associating their gun politics with fetishism and murders.,gpt-5.5,3,tp/batch_0003,2026-07-16T04:26:48.699010+00:00
bluesky_218656d7ff731fd883bdd49860da903eb9d44c4c3a9eeb7cefc1a9ec9a9dd3f9,tp,target_directionality,criticized_actor_type,Republicans / gun-rights supporters,False,0.98,republican gun fetish murders,The original directs blame toward Republicans in relation to gun violence.,gpt-5.5,3,tp/batch_0003,2026-07-16T04:26:48.699010+00:00
bluesky_218656d7ff731fd883bdd49860da903eb9d44c4c3a9eeb7cefc1a9ec9a9dd3f9,tp,target_directionality,mirror_shift_direction,from criticizing Republicans/gun culture to criticizing the left/gun-control advocates,False,0.97,the left's obsession with stripping law-abiding citizens of their rights,The mirror redirects blame from Republicans to the left over gun rights.,gpt-5.5,3,tp/batch_0003,2026-07-16T04:26:48.699010+00:00
bluesky_218656d7ff731fd883bdd49860da903eb9d44c4c3a9eeb7cefc1a9ec9a9dd3f9,tp,target_directionality,left_right_directional_cue,anti-Republican original; anti-left mirror,False,0.91,republican,Both versions contain explicit partisan directional cues.,gpt-5.5,3,tp/batch_0003,2026-07-16T04:26:48.699010+00:00
bluesky_2442df7e41587c5ebb83337bcaa9ac24642e3933c4c14ca5775085d3076722c7,tp,surface_lexical,approximate_token_length_band,medium,False,0.92,David Hogg was right we need,The post consists of several short repeated lines and a final insult.,gpt-5.5,3,tp/batch_0003,2026-07-16T04:26:48.699010+00:00
bluesky_2442df7e41587c5ebb83337bcaa9ac24642e3933c4c14ca5775085d3076722c7,tp,surface_lexical,informal_register_or_slang,uses slang and vulgar insult,False,0.96,sus,The text uses informal slang such as sus and crude phrasing.,gpt-5.5,3,tp/batch_0003,2026-07-16T04:26:48.699010+00:00
bluesky_2442df7e41587c5ebb83337bcaa9ac24642e3933c4c14ca5775085d3076722c7,tp,surface_lexical,profanity_or_taboo_language,explicit vulgar insult,False,0.99,eat flaming dumpster shit,The phrase contains taboo profanity and a hostile insult.,gpt-5.5,3,tp/batch_0003,2026-07-16T04:26:48.699010+00:00
